Location ID,Location Name,Location Type,Location Primary Inspection Category,Location Street Address,Location Address Line 2,Location City,Location Post Code,Service / Population Group,Key Question,Latest Rating,CQC Rating - Safe,CQC Rating - Effective,CQC Rating - Caring,CQC Rating - Responsive,CQC Rating - Well-Led,Publication Date,Report Type,URL,Provider ID,Provider Name,Brand ID,Brand Name
RXH42,Worthing Hospital Dixon Ward ,NHS,Hospitals ,Worthing Hospital ,Lyndhurst Road ,Worthing ,BN11 2DH,Overall,Overall,Good,Good,Good,Outstanding,Requires improvement,Good,08/01/2019,Provider,http://www.cqc.org.uk/provider/RXH,RXH,Brighton and Sussex University Hospitals NHS Trust ,,-
RXK01,Sandwell General Hospital ,NHS,Hospitals ,Lyndon , ,West Bromwich ,B71 4HJ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,05/04/2019,Location,http://www.cqc.org.uk/location/RXK01,RXK,Sandwell and West Birmingham Hospitals NHS Trust ,,-
RXK02,City Hospital ,NHS,Hospitals ,Dudley Road , ,Birmingham ,B18 7QH,Overall,Overall,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,Requires improvement,31/10/2017,Location,http://www.cqc.org.uk/location/RXK02,RXK,Sandwell and West Birmingham Hospitals NHS Trust ,,-
RXK10,Rowley Regis Hospital ,NHS,Hospitals ,Moor Lane , ,Rowley Regis ,B65 8DA,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Outstanding,Requires improvement,Requires improvement,05/04/2019,Provider,http://www.cqc.org.uk/provider/RXK,RXK,Sandwell and West Birmingham Hospitals NHS Trust ,,-
RXL01,Blackpool Victoria Hospital ,NHS,Hospitals ,Whinney Heys Road , ,Blackpool ,FY3 8NR,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Requires improvement,Good,22/03/2018,Location,http://www.cqc.org.uk/location/RXL01,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,,-
RXL04,Fleetwood Hospital ,NHS,Hospitals ,Pharos Street , ,Fleetwood ,FY7 6BE,Overall,Overall,Good,Requires improvement,Good,Good,Requires improvement,Good,02/04/2014,Location,http://www.cqc.org.uk/location/RXL04,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,,-
RXL06,Clifton Hospital ,NHS,Hospitals ,Pershore Road , ,Lytham St Annes ,FY8 1PB,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,02/04/2014,Location,http://www.cqc.org.uk/location/RXL06,RXL,Blackpool Teaching Hospitals NHS Foundation Trust ,,-
RXM14,Trust HQ ,NHS,Hospitals ,Kingsway Site ,Kingsway ,Derby ,DE22 3LZ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,28/09/2018,Provider,http://www.cqc.org.uk/provider/RXM,RXM,Derbyshire Healthcare NHS Foundation Trust ,,-
RXM51,Hartington Unit ,NHS,Hospitals ,Chesterfield Royal Hospital ,"Chesterfield Road, Calow ",Chesterfield ,S44 5BL,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,28/09/2018,Provider,http://www.cqc.org.uk/provider/RXM,RXM,Derbyshire Healthcare NHS Foundation Trust ,,-
RXM54,Radbourne Unit ,NHS,Hospitals ,Royal Derby Hospital ,Uttoxeter Road ,Derby ,DE22 3WQ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,28/09/2018,Provider,http://www.cqc.org.uk/provider/RXM,RXM,Derbyshire Healthcare NHS Foundation Trust ,,-
RXMF4,London Road Community Hospital ,NHS,Hospitals ,London Road , ,Derby ,DE1 2QY,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,28/09/2018,Provider,http://www.cqc.org.uk/provider/RXM,RXM,Derbyshire Healthcare NHS Foundation Trust ,,-
RXN01,Chorley and South Ribble Hospital ,NHS,Hospitals ,Trust Offices ,Preston Road ,Chorley ,PR7 1PP,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,17/10/2018,Location,http://www.cqc.org.uk/location/RXN01,RXN,Lancashire Teaching Hospitals NHS Foundation Trust ,,-
RXN02,Royal Preston Hospital ,NHS,Hospitals ,Sharoe Green Lane ,Fulwood ,Preston ,PR2 9HT,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,17/10/2018,Location,http://www.cqc.org.uk/location/RXN02,RXN,Lancashire Teaching Hospitals NHS Foundation Trust ,,-
RXP09,Peterlee Community Hospital ,NHS,Hospitals ,Oneill Drive , ,Peterlee ,SR8 5UQ,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,01/03/2018,Provider,http://www.cqc.org.uk/provider/RXP,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXP35,Richardson Community Hospital ,NHS,Hospitals ,Victoria Road , ,Barnard Castle ,DL12 8HT,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,01/03/2018,Provider,http://www.cqc.org.uk/provider/RXP,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXP69,Weardale Community Hospital ,NHS,Hospitals ,Weardale Community Hospital , ,Stanhope ,DL13 2JR,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,01/03/2018,Provider,http://www.cqc.org.uk/provider/RXP,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXPBA,Bishop Auckland Hospital ,NHS,Hospitals ,General Hospital ,Cockton Hill Road ,Bishop Auckland ,DL14 6AD,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,01/03/2018,Provider,http://www.cqc.org.uk/provider/RXP,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXPCC,Chester le Street Community Hospital ,NHS,Hospitals ,Front Street , ,Chester le Street ,DH3 3AT,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,01/03/2018,Provider,http://www.cqc.org.uk/provider/RXP,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXPCL,Sedgefield Community Hospital ,NHS,Hospitals ,Salters Lane ,Sedgefield ,Stockton on Tees ,TS21 3EE,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Good,01/03/2018,Provider,http://www.cqc.org.uk/provider/RXP,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXPCP,University Hospital North Durham ,NHS,Hospitals ,North Road , ,Durham ,DH1 5TW,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,01/03/2018,Location,http://www.cqc.org.uk/location/RXPCP,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXPDA,Darlington Memorial Hospital ,NHS,Hospitals ,Hollyhurst Road , ,Darlington ,DL3 6HX,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Good,Requires improvement,01/03/2018,Location,http://www.cqc.org.uk/location/RXPDA,RXP,County Durham and Darlington NHS Foundation Trust ,,-
RXQ02,Stoke Mandeville Hospital ,NHS,Hospitals ,Mandeville Road , ,Aylesbury ,HP21 8AL,Overall,Overall,Good,Good,Good,Good,Good,Good,18/06/2019,Location,http://www.cqc.org.uk/location/RXQ02,RXQ,Buckinghamshire Healthcare NHS Trust ,,-
RXQ50,Wycombe Hospital ,NHS,Hospitals ,Queen Alexandra Road , ,High Wycombe ,HP11 2TT,Overall,Overall,Good,Good,Good,Good,Good,Good,18/06/2019,Location,http://www.cqc.org.uk/location/RXQ50,RXQ,Buckinghamshire Healthcare NHS Trust ,,-
RXQ51,Amersham Hospital ,NHS,Hospitals ,Whielden Street , ,Amersham ,HP7 0JD,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Requires improvement,20/06/2014,Location,http://www.cqc.org.uk/location/RXQ51,RXQ,Buckinghamshire Healthcare NHS Trust ,,-
RXR10,Burnley General Hospital ,NHS,Hospitals ,Casterton Avenue , ,Burnley ,BB10 2PQ,Overall,Overall,Good,Good,Good,Good,Good,Good,12/02/2019,Location,http://www.cqc.org.uk/location/RXR10,RXR,East Lancashire Hospitals NHS Trust ,,-
RXR20,Royal Blackburn Hospital ,NHS,Hospitals ,Haslingden Road , ,Blackburn ,BB2 3HH,Overall,Overall,Good,Good,Good,Good,Requires improvement,Good,12/02/2019,Location,http://www.cqc.org.uk/location/RXR20,RXR,East Lancashire Hospitals NHS Trust ,,-
RXR50,Pendle Community Hospital ,NHS,Hospitals ,Leeds Road , ,Nelson ,BB9 9SZ,Overall,Overall,Good,Good,Good,Good,Requires improvement,Good,12/02/2019,Provider,http://www.cqc.org.uk/provider/RXR,RXR,East Lancashire Hospitals NHS Trust ,,-
RXR60,Accrington Victoria Hospital ,NHS,Hospitals ,Hayward Road , ,Accrington ,BB5 6AS,Overall,Overall,Good,Good,Good,Good,Requires improvement,Good,12/02/2019,Provider,http://www.cqc.org.uk/provider/RXR,RXR,East Lancashire Hospitals NHS Trust ,,-
RXR70,Clitheroe Community Hospital ,NHS,Hospitals ,Chatburn Road , ,Clitheroe ,BB7 4JX,Overall,Overall,Good,Good,Good,Good,Requires improvement,Good,12/02/2019,Provider,http://www.cqc.org.uk/provider/RXR,RXR,East Lancashire Hospitals NHS Trust ,,-
RXR78,Blackburn Birthing Centre ,NHS,Hospitals ,Park Lee Road , ,Blackburn ,BB2 3NX,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,09/07/2014,Location,http://www.cqc.org.uk/location/RXR78,RXR,East Lancashire Hospitals NHS Trust ,,-
RXWAS,Royal Shrewsbury Hospital ,NHS,Hospitals ,Mytton Oak Road , ,Shrewsbury ,SY3 8XQ,Overall,Overall,Inadequate,Inadequate,Requires improvement,Good,Requires improvement,Inadequate,29/11/2018,Location,http://www.cqc.org.uk/location/RXWAS,RXW,Shrewsbury and Telford Hospital NHS Trust ,,-
RXWAT,The Princess Royal Hospital ,NHS,Hospitals ,Grainger Drive ,Appley Castle ,Telford ,TF1 6TF,Overall,Overall,Inadequate,Inadequate,Requires improvement,Good,Requires improvement,Inadequate,29/11/2018,Location,http://www.cqc.org.uk/location/RXWAT,RXW,Shrewsbury and Telford Hospital NHS Trust ,,-
RXWMB,Bridgnorth Community Hospital ,NHS,Hospitals ,Northgate , ,Bridgnorth ,WV16 4EU,Overall,Overall,Good,Good,Good,Good,Good,Good,16/08/2017,Location,http://www.cqc.org.uk/location/RXWMB,RXW,Shrewsbury and Telford Hospital NHS Trust ,,-
RXWMJ,Oswestry Maternity Unit ,NHS,Hospitals ,Robert Jones & Agnes Hunt Hospital ,Gobowen ,Oswestry ,SY10 7AG,Overall,Overall,Good,Good,Good,Good,Good,Good,16/08/2017,Location,http://www.cqc.org.uk/location/RXWMJ,RXW,Shrewsbury and Telford Hospital NHS Trust ,,-
RXWML,Ludlow Community Hospital ,NHS,Hospitals ,Gravel Hill , ,Ludlow ,SY8 1QX,Overall,Overall,Requires improvement,Good,Good,Good,Good,Good,16/08/2017,Location,http://www.cqc.org.uk/location/RXWML,RXW,Shrewsbury and Telford Hospital NHS Trust ,,-
RY28P,Bridgewater CHCFT Widnes Health Care Resources Centre ,NHS,Hospitals ,"Widnes Health Care Resource Centre, Oaks Place ",Caldwell Road ,Widnes ,WA8 7GD,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2A9,Bridgewater CHCFT Lower Ince Health Centre ,NHS,Hospitals ,"Lower Ince Health Centre, Clare House ","Phoenix Way, Ince ",Wigan ,WN3 4NW,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2D3,Bridgewater CHCFT Leigh Walk in Centre ,NHS,Hospitals ,Leigh Health Centre ,The Avenue ,Leigh ,WN7 1HR,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2F2,Bridgewater CHCFT Bevan House ,NHS,Hospitals ,17 Beecham Court ,"Pemberton Business Park, Smithy Brook Road ",Wigan ,WN3 6PR,Overall,Overall,Good,Good,Good,Good,Good,Good,17/12/2018,Location,http://www.cqc.org.uk/location/RY2F2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2T5,Bridgewater CHCFT Padgate House ,NHS,Hospitals ,Vulcan Close ,Padgate ,Warrington ,WA2 0HL,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2U3,Bedford Nursing and Care Home ,NHS,Hospitals ,1 Battersby Street , ,Leigh ,WN7 2AH,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2V1,Bridgewater CHCFT St Catherine's Secure Centre ,NHS,Hospitals ,Blackbrook Road , ,St Helens ,WA11 9RJ,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2W8,Bridgewater CHCFT Bath Street Health and Wellbeing Centre ,NHS,Hospitals ,Legh Street , ,Warrington ,WA1 1UG,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY2X1,Bridgewater CHCFT Prestwich Dental Clinic ,NHS,Hospitals ,Prestwich Hospital ,"Bury New Road, Prestwich ",Manchester ,M25 3BL,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,17/12/2018,Provider,http://www.cqc.org.uk/provider/RY2,RY2,Bridgewater Community Healthcare NHS Foundation Trust ,,-
RY311,Colman Hospital ,NHS,Hospitals ,Unthank Road , ,Norwich ,NR2 2PJ,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY312,Norwich Community Hospital ,NHS,Hospitals ,Bowthorpe Road , ,Norwich ,NR2 3TU,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY319,Dereham Hospital ,NHS,Hospitals ,Northgate , ,Dereham ,NR19 2EX,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY332,North Walsham Hospital ,NHS,Hospitals ,Yarmouth Road , ,North Walsham ,NR28 9AP,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY335,Kelling Hospital ,NHS,Hospitals ,Old Cromer Road ,High Kelling ,Holt ,NR25 6QA,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY33E,Swaffham Community Hospital ,NHS,Hospitals ,Sporle Road , ,Swaffham ,PE37 7HL,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY350,Mill Lodge ,NHS,Hospitals ,156 & 158 Kingswood Avenue ,Taverham ,Norwich ,NR8 6UR,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY352,Squirrels ,NHS,Hospitals ,5 Mill Close , ,Aylsham ,NR11 6LZ,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY386,Ogden Court Community Hospital ,NHS,Hospitals ,Ogden Court ,60 Ogden Close ,Wymondham ,NR18 0PE,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,22/06/2018,Provider,http://www.cqc.org.uk/provider/RY3,RY3,Norfolk Community Health and Care NHS Trust ,,-
RY402,Potters Bar Community Hospital ,NHS,Hospitals ,Barnet Road , ,Potters Bar ,EN6 2RY,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,24/01/2019,Provider,http://www.cqc.org.uk/provider/RY4,RY4,Hertfordshire Community NHS Trust ,,-
RY407,Danesbury Home ,NHS,Hospitals ,School Lane , ,Welwyn Garden City ,AL6 9PW,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,24/01/2019,Provider,http://www.cqc.org.uk/provider/RY4,RY4,Hertfordshire Community NHS Trust ,,-
RY409,Hertfordshire & Essex Hospital ,NHS,Hospitals ,Haymeads Lane , ,Bishops Stortford ,CM23 5JH,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,24/01/2019,Provider,http://www.cqc.org.uk/provider/RY4,RY4,Hertfordshire Community NHS Trust ,,-
RY411,Langley House ,NHS,Hospitals ,698 St Albans Road ,Garston ,Watford ,WD25 9NQ,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,24/01/2019,Provider,http://www.cqc.org.uk/provider/RY4,RY4,Hertfordshire Community NHS Trust ,,-
RY412,Queen Victoria Memorial Hospital ,NHS,Hospitals ,School Lane , ,Welwyn Garden City ,AL6 9PW,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,24/01/2019,Provider,http://www.cqc.org.uk/provider/RY4,RY4,Hertfordshire Community NHS Trust ,,-
RY414,"St Peters Ward, Hemel Hempstead General Hospital ",NHS,Hospitals ,Hillfield Road , ,Hemel Hempstead ,HP2 4AD,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,24/01/2019,Provider,http://www.cqc.org.uk/provider/RY4,RY4,Hertfordshire Community NHS Trust ,,-
RY448,Howard Court ,NHS,Hospitals ,Unit 1A Howard Court ,14 Tewin Road ,Welwyn Garden City ,AL7 1BW,Overall,Overall,Good,Requires improvement,Good,Good,Good,Good,24/01/2019,Provider,http://www.cqc.org.uk/provider/RY4,RY4,Hertfordshire Community NHS Trust ,,-
RY622,Hannah House ,NHS,Hospitals ,Coppice Road ,Rothwell ,Leeds ,LS26 0DX,Overall,Overall,Requires improvement,Requires improvement,Requires improvement,Good,Requires improvement,Inadequate,29/08/2017,Location,http://www.cqc.org.uk/location/RY622,RY6,Leeds Community Healthcare NHS Trust ,,-
RY7X6,Victoria Central Hospital Dental Service ,NHS,Hospitals ,Victoria Central Hospital , ,Wallasey ,CH44 5UF,Overall,Overall,Requires improvement,Requires improvement,Good,Good,Good,Requires improvement,06/07/2018,Provider,http://www.cqc.org.uk/provider/RY7,RY7,Wirral Community NHS Foundation Trust ,,-
RY838,Whitworth Hospital ,NHS,Hospitals ,330 Bakewell Road , ,Matlock ,DE4 2JD,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
RY846,Ilkeston Hospital ,NHS,Hospitals ,Heanor Road , ,Ilkeston ,DE7 8LN,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
RY87V,St Oswald's Hospital ,NHS,Hospitals ,Clifton Road , ,Ashbourne ,DE6 1DR,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
RY8AH,Buxton Hospital ,NHS,Hospitals ,London Road , ,Buxton ,SK17 9NJ,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
RY8AJ,Walton Hospital ,NHS,Hospitals ,Whitecotes Lane , ,Chesterfield ,S40 3HW,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
RY8AK,Ash Green ,NHS,Hospitals ,Ashgate Road ,Ashgate ,Chesterfield ,S42 7JE,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
RY8AM,Orchard Cottage ,NHS,Hospitals ,"Dfs Complex, Old Road ",Darley Dale ,Matlock ,DE4 2EU,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
RY8AN,Rockley Core Unit ,NHS,Hospitals ,64 & 66 Carter Lane ,Shirebrook ,Mansfield ,NG20 8PL,Overall,Overall,Outstanding,Good,Good,Outstanding,Good,Outstanding,12/09/2019,Provider,http://www.cqc.org.uk/provider/RY8,RY8,Derbyshire Community Health Services NHS Foundation Trust ,,-
